id,name,nvar,ncon,nequ,status,objective,elapsed_time,iter,dual_feas,primal_feas,neval_obj,neval_grad,neval_cons,neval_jcon,neval_jgrad,neval_jac,neval_jprod,neval_jtprod,neval_hess,neval_hprod,neval_jhprod,neval_residual,neval_jac_residual,neval_jprod_residual,neval_jtprod_residual,neval_hess_residual,neval_jhess_residual,neval_hprod_residual,extrainfo
23,CERI651ELS,7,0,0,first_order,23.683714823950783,0.010619878768920898,32,0.5813756716533254,0.0,35,33,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,
24,CHNROSNB,50,0,0,first_order,2.1247007538689033e-8,0.004906177520751953,40,0.0011944825832117573,0.0,63,41,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,
25,CHNRSNBM,50,0,0,first_order,2.0757975160121453e-10,0.005998849868774414,52,0.0001170095888444187,0.0,100,53,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,
26,CHWIRUT1LS,3,0,0,first_order,2384.4771393093506,0.002368927001953125,7,0.00016251558944602065,0.0,17,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,
27,CHWIRUT2LS,3,0,0,first_order,513.0480294068916,0.0006549358367919922,5,0.18199361172102038,0.0,9,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,
28,CLIFF,2,0,0,first_order,403.15788918246824,0.0004811286926269531,14,11410.09826300645,0.0,15,15,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,
29,CLUSTERLS,2,0,0,first_order,4.4223263303843923e-10,0.0007340908050537109,11,2.5143347683072643e-6,0.0,12,12,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,
30,COATING,134,0,0,first_order,0.5054986196817522,0.0277099609375,24,0.002005662183751951,0.0,57,25,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,
31,COOLHANSLS,9,0,0,first_order,0.00042972495084108456,0.012278079986572266,18,1.5591237620232916,0.0,26,19,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,
32,CUBE,2,0,0,first_order,1.76839770500783e-14,0.0011060237884521484,27,1.5292561358432638e-6,0.0,42,28,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,
33,DANIWOODLS,2,0,0,first_order,0.004317310883290092,0.0008108615875244141,11,0.00039029924436304384,0.0,21,12,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,
34,DANWOODLS,2,0,0,first_order,0.004317308412086197,0.0007832050323486328,9,0.00012029991139205764,0.0,12,10,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,
35,DENSCHNA,2,0,0,first_order,2.213909726653023e-12,0.0002551078796386719,5,2.967652054145249e-6,0.0,6,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,
36,DENSCHNB,2,0,0,first_order,7.599555365077124e-22,0.000308990478515625,5,7.795575494927434e-11,0.0,16,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,
37,DENSCHNC,2,0,0,first_order,5.33959170082376e-11,0.0003941059112548828,9,4.213594494282833e-5,0.0,10,10,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,
38,DENSCHND,3,0,0,first_order,8.313587660419264,0.0013339519500732422,12,23.71980340129893,0.0,15,13,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,
39,DENSCHNE,3,0,0,first_order,7.34678831746451e-10,0.0006020069122314453,14,5.421138844066715e-5,0.0,15,15,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,
40,DENSCHNF,2,0,0,first_order,2.3148889966252515e-10,0.000247955322265625,5,0.00037421839486990137,0.0,6,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,
41,DEVGLA1,4,0,0,max_eval,NaN,0.050148963928222656,993,NaN,0.0,1000,994,0,0,0,0,0,0,993,0,0,0,0,0,0,0,0,0,
42,DEVGLA2,5,0,0,first_order,1.6695344825727704e-14,0.0030138492584228516,14,2.4577646345864923e-7,0.0,23,15,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,
43,DIAMON2DLS,66,0,0,max_time,63575.51137987978,10.160462141036987,24,96956.27653651308,0.0,35,25,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,
44,DIAMON3DLS,99,0,0,max_time,237488.6985696998,10.670314073562622,12,222209.756012425,0.0,13,13,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,
45,DJTL,2,0,0,max_eval,-7309.515476304805,0.02808213233947754,924,4.7078993660556525e6,0.0,1000,925,0,0,0,0,0,0,924,0,0,0,0,0,0,0,0,0,
46,DMN15102LS,66,0,0,max_time,69073.68389475092,10.28298020362854,24,4.1280649680280895e6,0.0,36,25,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,
47,DMN15103LS,99,0,0,max_time,237488.70775961402,10.721405982971191,12,222209.7626400677,0.0,13,13,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,
48,DMN15332LS,66,0,0,max_time,1168.4559375905274,10.283847093582153,24,3194.0898478705653,0.0,53,25,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,
49,DMN15333LS,99,0,0,max_time,10385.853703243381,10.524396896362305,12,26443.757518425686,0.0,13,13,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,
50,DMN37142LS,66,0,0,max_time,316.1216022966757,10.218365907669067,24,8920.679828458507,0.0,64,25,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,
51,DMN37143LS,99,0,0,max_time,386.950096181531,10.58691120147705,12,89.02667683179358,0.0,18,13,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,
52,ECKERLE4LS,3,0,0,first_order,0.6996961696160231,0.0004458427429199219,4,2.6664553222552e-7,0.0,5,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,
53,EG2,1000,0,0,first_order,-998.9473933009449,0.0027811527252197266,3,3.9784340476428474e-9,0.0,4,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,
54,EGGCRATE,2,0,0,first_order,9.488197339108847,0.0003249645233154297,4,1.6190749472990633e-5,0.0,6,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,
55,ELATVIDU,2,0,0,first_order,54.75111864279481,0.00038886070251464844,10,0.0002538055107426598,0.0,11,11,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,
56,ENGVAL2,3,0,0,first_order,1.7948490228453947e-18,0.0007650852203369141,17,9.27433578168657e-8,0.0,20,18,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,
57,ENSOLS,9,0,0,first_order,788.5397866673725,0.006947994232177734,6,0.0003401755401136304,0.0,9,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,
58,ERRINROS,50,0,0,first_order,40.40449072992282,0.0032989978790283203,25,0.000903652420262827,0.0,39,26,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,
59,ERRINRSM,50,0,0,first_order,38.51944552138702,0.00577092170715332,37,0.1231985266255043,0.0,60,38,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,
60,EXP2,2,0,0,first_order,3.28550854918459e-19,0.0004100799560546875,7,4.208121985195339e-11,0.0,9,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,
61,EXPFIT,2,0,0,first_order,0.24051059399905828,0.00046896934509277344,6,4.312782666767397e-8,0.0,9,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,
62,EXTROSNB,1000,0,0,first_order,0.002168769846408884,0.023189067840576172,31,0.032345481735077675,0.0,40,32,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,
63,FBRAIN3LS,6,0,0,max_eval,0.24824042064190183,3.506502866744995,410,2.7910378965011464,0.0,1006,411,0,0,0,0,0,0,410,0,0,0,0,0,0,0,0,0,
64,FLETCHCR,1000,0,0,max_eval,398.60865003056335,0.8444421291351318,875,6.157321284710087,0.0,1000,876,0,0,0,0,0,0,875,0,0,0,0,0,0,0,0,0,
65,GAUSS1LS,8,0,0,first_order,1315.8222432033792,0.004915952682495117,4,0.09299026242141713,0.0,5,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,
66,GAUSS2LS,8,0,0,first_order,1247.528209238501,0.0034170150756835938,4,0.2454979008596229,0.0,5,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,
67,GAUSS3LS,8,0,0,first_order,1244.484636013158,0.006695985794067383,7,8.224339269673677e-5,0.0,13,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,
68,GAUSSIAN,3,0,0,first_order,1.1279327696199563e-8,0.00013208389282226562,2,9.701953934133668e-11,0.0,3,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,
69,GBRAINLS,2,0,0,first_order,28.515858189403065,0.012674808502197266,5,0.0001398034013504279,0.0,6,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,
70,GENROSE,500,0,0,first_order,1.0000000000894829,0.4436161518096924,326,0.00021785075316540652,0.0,724,327,0,0,0,0,0,0,326,0,0,0,0,0,0,0,0,0,
71,GROWTHLS,3,0,0,first_order,1.0040412288587937,0.0043871402740478516,65,0.6659804005305718,0.0,94,66,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,
72,GULF,3,0,0,first_order,1.3029706173601957e-8,0.006299018859863281,23,1.5288537775792627e-5,0.0,43,24,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,
73,HAHN1LS,7,0,0,first_order,279.1945888613439,0.027565956115722656,34,2.752898160299753e7,0.0,104,35,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,
74,HAIRY,2,0,0,first_order,20.0,0.006185054779052734,68,9.039349122066539e-7,0.0,105,69,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,
