id,name,nvar,ncon,nequ,status,objective,elapsed_time,iter,dual_feas,primal_feas,neval_obj,neval_grad,neval_cons,neval_jcon,neval_jgrad,neval_jac,neval_jprod,neval_jtprod,neval_hess,neval_hprod,neval_jhprod,neval_residual,neval_jac_residual,neval_jprod_residual,neval_jtprod_residual,neval_hess_residual,neval_jhess_residual,neval_hprod_residual,extrainfo
89,HIMMELBG,2,0,0,first_order,4.8846660946650156e-17,0.00021004676818847656,9,1.9773447213862493e-8,0.0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90,HIMMELBH,2,0,0,first_order,-0.9999999999999998,0.00023603439331054688,8,7.358291534451164e-13,0.0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
91,HUMPS,2,0,0,first_order,9.5796312152352e-14,0.00152587890625,145,1.3841707207587558e-7,0.0,293,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
92,HYDC20LS,99,0,0,max_time,0.0025468129497397993,30.000036001205444,344284,0.004857997410962988,0.0,359030,358737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
93,HYDCAR6LS,29,0,0,first_order,0.00036984788359380953,10.617120027542114,368135,6.410405068682974e-5,0.0,403854,396050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
94,INTEQNELS,502,0,0,first_order,1.1707890527672373e-15,0.043035030364990234,6,6.963418563905422e-8,0.0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
95,JENSMP,2,0,0,first_order,2020.0,0.00015282630920410156,1,0.0,0.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
96,JUDGE,2,0,0,first_order,20.482337000490702,0.0002009868621826172,14,1.0736667501146813e-5,0.0,22,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
97,KIRBY2LS,5,0,0,first_order,136170.5562657686,0.0010821819305419922,7,340.82511290381785,0.0,38,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
98,KOWOSB,4,0,0,first_order,0.00030780094673338526,0.00048804283142089844,38,9.7161088414447e-9,0.0,45,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
99,KSSLS,1000,0,0,first_order,0.07499730847921697,0.13600587844848633,6,546.6195087030707,0.0,24,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100,LANCZOS1LS,6,0,0,first_order,4.290622493051928e-6,0.003164052963256836,90,5.333215666028332e-7,0.0,117,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
101,LANCZOS2LS,6,0,0,first_order,4.298221435725943e-6,0.0030651092529296875,106,1.23506658354693e-6,0.0,129,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
102,LANCZOS3LS,6,0,0,first_order,4.34655591610781e-6,0.003495931625366211,117,1.198181976845788e-6,0.0,146,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
103,LOGHAIRY,2,0,0,first_order,0.1823215567939546,0.000576019287109375,40,1.7116616641143397e-9,0.0,89,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
104,LSC1LS,3,0,0,first_order,7.7118522388204065,0.0007340908050537109,58,2.878670702730258e-6,0.0,94,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
105,LSC2LS,3,0,0,first_order,13.334381435640775,0.0009009838104248047,68,3.1841629414238254e-5,0.0,100,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
106,LUKSAN11LS,100,0,0,first_order,4.122891677141467e-15,0.04371976852416992,1112,1.1921142335273266e-6,0.0,1252,1243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
107,LUKSAN12LS,98,0,0,first_order,1974.1133478321747,0.014976978302001953,318,4.116398905800248e-5,0.0,361,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
108,LUKSAN13LS,98,0,0,first_order,25188.85958964518,0.006764888763427734,100,6.893143322461079e-5,0.0,120,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
109,LUKSAN14LS,98,0,0,first_order,124.23253215879845,0.00687718391418457,120,0.00012272428600646642,0.0,136,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
110,LUKSAN15LS,100,0,0,first_order,3.5696968772279765,0.01589202880859375,22,0.00014204360176370487,0.0,36,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
111,LUKSAN16LS,100,0,0,first_order,3.569696877229025,0.005218029022216797,25,0.00028792892782033614,0.0,40,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
112,LUKSAN17LS,100,0,0,first_order,0.49316172853558854,0.07109904289245605,246,0.005233334245603747,0.0,273,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
113,LUKSAN21LS,100,0,0,first_order,8.229492112114497e-15,0.024821996688842773,784,5.53284319431982e-8,0.0,817,816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
114,LUKSAN22LS,100,0,0,first_order,868.9145989493909,0.015619993209838867,183,0.00010677885445653534,0.0,208,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115,MANCINO,100,0,0,first_order,2.5149127646279673e-7,0.05694985389709473,7,1.407289255342968,0.0,24,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
116,MARATOSB,2,0,0,first_order,-1.0000000624976386,0.009500980377197266,1213,0.005578796756881657,0.0,1729,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
117,METHANB8LS,31,0,0,max_time,1.6901568190831525e-6,30.00001811981201,801577,1.2330601377835161e-5,0.0,1220576,1218877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
118,METHANL8LS,31,0,0,first_order,0.0007436394653616522,2.8723819255828857,96350,0.0007554878693683293,0.0,103365,102464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
119,MEXHAT,2,0,0,first_order,-0.03918020335153571,0.00037598609924316406,32,7.757794350500096,0.0,58,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
120,MEYER3,3,0,0,first_order,3.490274875755669e7,0.0005550384521484375,20,29.348660329751453,0.0,39,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
121,MGH09LS,4,0,0,first_order,0.001018978847552301,0.0007050037384033203,56,4.34168710450956e-7,0.0,66,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
122,MGH10LS,3,0,0,first_order,1.3668561437594397e9,0.00023698806762695312,5,6.212597066032872e6,0.0,33,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
123,MGH10SLS,3,0,0,first_order,1.22585131719379e15,0.00021982192993164062,1,7220.537708795214,0.0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
124,MGH17LS,5,0,0,first_order,1.0224320325913379,0.001024007797241211,18,3.7175053135376906e-5,0.0,27,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
125,MGH17SLS,5,0,0,first_order,1.0224375057611208,0.0009539127349853516,28,3.7438576745788295e-6,0.0,43,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
126,MISRA1ALS,2,0,0,first_order,19.51592439643631,0.0003180503845214844,8,0.2752334441744094,0.0,43,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
127,MISRA1BLS,2,0,0,first_order,7.317532773516292,0.0003209114074707031,8,0.05969837745283504,0.0,45,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
128,MISRA1CLS,2,0,0,first_order,4.745121889709102,0.00030303001403808594,8,0.18750617199422023,0.0,43,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
129,MISRA1DLS,2,0,0,first_order,1.107091673882116,0.0003731250762939453,10,0.029312253567523993,0.0,41,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
130,MNISTS0LS,494,0,0,first_order,11846.0,0.1999058723449707,1,0.0,0.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
131,MNISTS5LS,494,0,0,first_order,10842.0,0.20255398750305176,1,0.0,0.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
132,MUONSINELS,1,0,0,first_order,50997.762115147474,0.001867055892944336,5,3.9441756484848156e-5,0.0,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
133,NELSONLS,3,0,0,max_time,NaN,30.000030994415283,167058,NaN,0.0,4012614,324956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
134,OSBORNEA,5,0,0,first_order,5.4648947163783497e-5,0.004786968231201172,177,5.864421831022664e-6,0.0,258,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
135,OSBORNEB,11,0,0,first_order,0.0401377362936025,0.020206928253173828,318,1.0482618154662596e-7,0.0,351,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
136,OSCIPATH,500,0,0,first_order,0.9999666655201664,0.0029959678649902344,16,1.6562830979550636e-8,0.0,27,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
137,PALMER1C,8,0,0,first_order,170.24791161184964,0.015614986419677734,1079,6.727837908948599,0.0,1677,1254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
138,PALMER1D,7,0,0,first_order,27.85171116424982,0.015238046646118164,1347,0.5203973488208508,0.0,2017,1576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
139,PALMER2C,8,0,0,first_order,4.4330586147872175,0.006729841232299805,500,0.19063434885176092,0.0,747,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
140,PALMER3C,8,0,0,first_order,0.15793417635361637,0.034037113189697266,3879,0.09167863942832041,0.0,5769,4551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
141,PALMER4C,8,0,0,first_order,0.38044508492220147,0.040162086486816406,2662,0.15838732924328897,0.0,3807,3079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
